Dataset:              Infaunal Abundance - Summary by Station and Taxon
File Name:            CP_BEN_T.txt
Date Created:         01OCT1999
# Variables:          7
# Header Records:     17
# Data Records:       6596
Missing Value Symbol: .

Variables:    STA_NAME     Carolinian Province Office Station Name
              DATE         Sample collection date (YYMMDD)
              COD_EMAP     Carolinian Province Office Taxonomic Code
              N_GRABS      Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SD_ABN       Std. dev. of abundance

STA_NAME;DATE;COD_EMAP;N_GRABS;T_ABN;M_ABN;SD_ABN
CP94074;940824;PODALEVI;1;2;2.00;.
CP94074;940824;PRIOPERK;2;29;14.50;0.71
CP94074;940824;SABEVULG;1;1;1.00;.
CP94074;940824;SIGATENT;2;2;1.00;0.00
CP94074;940824;SINUPERS;1;1;1.00;.
CP94074;940824;SPIOBOMB;2;14;7.00;7.07
CP94074;940824;SYNCAMER;2;2;1.00;0.00
CP94074;940824;TELLTEXA;2;11;5.50;0.71
CP94074;940824;TEREDISL;1;1;1.00;.
CP94074;940824;THARKILL;2;11;5.50;0.71
CP94074;940824;THARXSPP;2;3;1.50;0.71
CP94074;940824;XXX3AMPH;2;9;4.50;0.71
CP94074;940824;XXXXGALE;2;45;22.50;10.61
CP94074;940824;XXXXNEME;2;24;12.00;5.66
CP94074;940824;XXXXOLIG;2;224;112.00;32.53
CP94075;940823;ABRAAEQU;2;3;1.50;0.71
CP94075;940823;AMPEABDI;1;7;7.00;.
CP94075;940823;AMPEVADO;1;5;5.00;.
CP94075;940823;AMPEVERR;1;2;2.00;.
CP94075;940823;AMPEXSPP;1;4;4.00;.
CP94075;940823;AMPHSQUA;1;3;3.00;.
CP94075;940823;ANTISARS;1;1;1.00;.
CP94075;940823;APHEMARI;2;15;7.50;3.54
CP94075;940823;ARABIRIC;2;5;2.50;2.12
CP94075;940823;ARABMUTA;2;5;2.50;0.71
CP94075;940823;ARICFRAG;1;2;2.00;.
CP94075;940823;ARICWASS;4;19;4.75;3.59
CP94075;940823;BATECATH;1;5;5.00;.
CP94075;940823;BHAWHETE;1;1;1.00;.
CP94075;940823;BIFFBIFO;3;8;2.67;2.89
CP94075;940823;BRANCARI;1;1;1.00;.
CP94075;940823;BRANNIGR;2;6;3.00;2.83
CP94075;940823;BRANWELL;1;16;16.00;.
CP94075;940823;BRANXSPP;1;2;2.00;.
CP94075;940823;BUSYCARI;1;1;1.00;.
CP94075;940823;CAULXSPP;2;37;18.50;10.61
CP94075;940823;CERELACT;1;1;1.00;.
CP94075;940823;CIRRBRAN;1;1;1.00;.
CP94075;940823;CORBCONT;3;24;8.00;9.64
CP94075;940823;CORBSWIF;1;1;1.00;.
CP94075;940823;CYATBURB;1;1;1.00;.
CP94075;940823;DIOPCUPR;2;2;1.00;0.00
CP94075;940823;DIPOSOCI;1;2;2.00;.
CP94075;940823;DORVRUDO;3;6;2.00;1.00
CP94075;940823;DRILLONG;3;4;1.33;0.58
CP94075;940823;ENOPSANG;2;2;1.00;0.00
CP94075;940823;EPITXSP1;1;1;1.00;.
CP94075;940823;ETEOHETE;1;1;1.00;.
CP94075;940823;EUMISANG;3;16;5.33;5.77
CP94075;940823;EXOGDISP;3;18;6.00;8.66
CP94075;940823;GLYCAMER;2;5;2.50;0.71
CP94075;940823;GLYCXSPP;2;4;2.00;1.41
CP94075;940823;HARMACUL;1;1;1.00;.
CP94075;940823;HEMIELON;2;4;2.00;1.41
CP94075;940823;HEXAANGU;1;1;1.00;.
CP94075;940823;HIATARCT;1;32;32.00;.
CP94075;940823;LEITFOLI;1;1;1.00;.
CP94075;940823;LEITROBU;1;1;1.00;.
CP94075;940823;LEPISUBL;1;1;1.00;.
CP94075;940823;LEPTTENU;1;2;2.00;.
CP94075;940823;LISTBARN;1;2;2.00;.
CP94075;940823;LYSIALBA;2;6;3.00;2.83
CP94075;940823;LYSIXXSP;1;7;7.00;.
CP94075;940823;MACOTENT;1;1;1.00;.
CP94075;940823;MEDIAMBI;1;2;2.00;.
CP94075;940823;MEDICALI;2;37;18.50;12.02
CP94075;940823;MEDIXSPP;2;148;74.00;91.92
CP94075;940823;MICRGRAC;1;1;1.00;.
CP94075;940823;MONTDORS;2;8;4.00;2.83
CP94075;940823;NEANMICR;1;7;7.00;.
CP94075;940823;NEANSUCC;2;4;2.00;0.00
CP94075;940823;NERELAME;1;9;9.00;.
CP94075;940823;NUCUPROX;2;10;5.00;0.00
CP94075;940823;ODONENOP;1;1;1.00;.
CP94075;940823;OXYUSMIT;1;1;1.00;.
CP94075;940823;PARAOCUL;1;1;1.00;.
CP94075;940823;PARPLONG;2;40;20.00;2.83
CP94075;940823;PHYLAREN;1;2;2.00;.
CP94075;940823;PINNCHAE;1;1;1.00;.
CP94075;940823;PINNXSPP;3;4;1.33;0.58
CP94075;940823;PIONXSP1;1;1;1.00;.
CP94075;940823;PIROROBE;1;1;1.00;.
CP94075;940823;PISTPALM;1;8;8.00;.
CP94075;940823;PODALEVI;1;19;19.00;.
CP94075;940823;PODAOBSC;3;6;2.00;1.00
CP94075;940823;POLIDUPL;1;1;1.00;.
CP94075;940823;POLYCARO;2;14;7.00;1.41
CP94075;940823;POLYCSPP;1;2;2.00;.
CP94075;940823;POLYEXIM;1;1;1.00;.
CP94075;940823;POLYHEMA;1;1;1.00;.
CP94075;940823;PRIOPERK;2;6;3.00;2.83
CP94075;940823;PSEUAMBI;1;2;2.00;.
CP94075;940823;SABEFLOR;1;2;2.00;.
CP94075;940823;SABEVULG;2;22;11.00;0.00
CP94075;940823;SCOLTENU;1;1;1.00;.
CP94075;940823;SCOLVERR;1;2;2.00;.
CP94075;940823;SPHAPERK;1;2;2.00;.
CP94075;940823;SPHATAYL;2;41;20.50;26.16
CP94075;940823;SPIOOCUL;1;1;1.00;.
CP94075;940823;SPIOPETT;1;1;1.00;.
CP94075;940823;STREBENE;3;78;26.00;4.36
CP94075;940823;STREPETT;3;15;5.00;1.73
CP94075;940823;SYLLCORN;1;6;6.00;.
CP94075;940823;SYNCAMER;1;1;1.00;.
CP94075;940823;TAGEDIVI;1;1;1.00;.
CP94075;940823;TAGEPLEB;2;4;2.00;1.41
CP94075;940823;TELLTEXA;2;17;8.50;4.95
CP94075;940823;TELLXSPP;1;5;5.00;.
CP94075;940823;THARANNU;2;33;16.50;6.36
CP94075;940823;THARKILL;2;24;12.00;8.49
CP94075;940823;THARXSPP;1;1;1.00;.
CP94075;940823;TUBIHETE;1;10;10.00;.
CP94075;940823;UNCISERR;2;10;5.00;5.66
CP94075;940823;XXX2POLY;1;1;1.00;.
CP94075;940823;XXX3AMPH;1;5;5.00;.
CP94075;940823;XXXXACTI;1;29;29.00;.
CP94075;940823;XXXXANTH;2;11;5.50;4.95
CP94075;940823;XXXXCUMA;1;1;1.00;.
CP94075;940823;XXXXMALD;1;1;1.00;.
CP94075;940823;XXXXNEMA;2;20;10.00;2.83
CP94075;940823;XXXXNEME;3;23;7.67;3.79
CP94075;940823;XXXXNERE;1;1;1.00;.
CP94075;940823;XXXXOLIG;3;157;52.33;43.39
CP94075;940823;XXXXOPHI;1;1;1.00;.
CP94075;940823;XXXXPARA;1;1;1.00;.
CP94075;940823;XXXXPHYL;1;1;1.00;.
CP94075;940823;XXXXSYLL;3;3;1.00;0.00
CP94075;940823;XXXXTERE;1;3;3.00;.
CP94075;940823;XXXXTUBI;1;2;2.00;.
CP94075;940823;XXXXTURB;1;1;1.00;.
CP94076;940811;APHEMARI;2;2;1.00;0.00
CP94076;940811;BIFFBIFO;1;1;1.00;.
CP94076;940811;CHIRCOEC;2;8;4.00;2.83
CP94076;940811;CIRRBRAN;1;2;2.00;.
CP94076;940811;CORBCONT;1;1;1.00;.
CP94076;940811;DORVRUDO;1;4;4.00;.
CP94076;940811;EXOGDISP;1;1;1.00;.
CP94076;940811;GLYCAMER;1;1;1.00;.
CP94076;940811;GLYCDIBR;2;4;2.00;1.41
CP94076;940811;LEITFOLI;1;2;2.00;.
CP94076;940811;MANCXXSP;2;2;1.00;0.00
CP94076;940811;MEDIXSPP;2;8;4.00;0.00
CP94076;940811;MULILATE;1;2;2.00;.
CP94076;940811;NUCUPROX;1;1;1.00;.
CP94076;940811;PARPLONG;2;82;41.00;9.90
CP94076;940811;PODALEVI;2;12;6.00;1.41
CP94076;940811;POLYCARO;1;2;2.00;.
CP94076;940811;SABEVULG;1;2;2.00;.
CP94076;940811;SCOLTENU;2;3;1.50;0.71
CP94076;940811;SPHAPERK;2;822;411.00;223.45
CP94076;940811;STREBENE;2;25;12.50;4.95
CP94076;940811;TELLTEXA;1;2;2.00;.
CP94076;940811;THARKILL;2;650;325.00;59.40
CP94076;940811;THARXSPP;1;1;1.00;.
CP94076;940811;XXXXCIRR;1;4;4.00;.
CP94076;940811;XXXXNEME;1;2;2.00;.
CP94076;940811;XXXXOLIG;2;123;61.50;78.49
CP94077;940812;ACANMILL;2;43;21.50;24.75
CP94077;940812;APHEMARI;1;1;1.00;.
CP94077;940812;CIRRXSPP;1;1;1.00;.
CP94077;940812;PARALONG;1;3;3.00;.
CP94077;940812;PROTDEIC;1;1;1.00;.
CP94077;940812;SPHAPERK;1;1;1.00;.
CP94077;940812;STREBENE;1;3;3.00;.
CP94077;940812;XXXXOLIG;1;1;1.00;.
CP94078;940808;ABRAAEQU;1;2;2.00;.
CP94078;940808;ACTECANA;2;5;2.50;2.12
CP94078;940808;AMPEVADO;2;160;80.00;2.83
CP94078;940808;AMPEXSPP;2;439;219.50;38.89
CP94078;940808;APHEMARI;2;54;27.00;9.90
CP94078;940808;ARABIRIC;1;3;3.00;.
CP94078;940808;ARABMUTA;1;1;1.00;.
CP94078;940808;ARICWASS;2;3;1.50;0.71
CP94078;940808;BATECATH;2;4;2.00;1.41
CP94078;940808;CERATUBU;1;6;6.00;.
CP94078;940808;CIRRXSPP;1;5;5.00;.
CP94078;940808;CYATBURB;2;19;9.50;7.78
CP94078;940808;DIPOCAUL;2;27;13.50;6.36
CP94078;940808;DIPOSOCI;2;4;2.00;0.00
CP94078;940808;EDOTTRIL;1;2;2.00;.
CP94078;940808;EPITRUPI;1;3;3.00;.
CP94078;940808;ETEOHETE;1;1;1.00;.
CP94078;940808;EXOGDISP;2;42;21.00;9.90
CP94078;940808;GLYCAMER;2;2;1.00;0.00
CP94078;940808;GLYCSOLI;2;5;2.50;0.71
CP94078;940808;HEXAANGU;1;1;1.00;.
CP94078;940808;LEITFOLI;2;3;1.50;0.71
CP94078;940808;LISTBARN;1;3;3.00;.
CP94078;940808;LYONHYAL;2;3;1.50;0.71
CP94078;940808;MEDIXSPP;2;25;12.50;3.54
CP94078;940808;MODISQUA;1;1;1.00;.
CP94078;940808;MONTDORS;1;2;2.00;.
CP94078;940808;NEANSUCC;2;3;1.50;0.71
CP94078;940808;NUCUPROX;2;4;2.00;1.41
CP94078;940808;ODONXSPP;2;28;14.00;8.49
CP94078;940808;PARAPINN;1;1;1.00;.
CP94078;940808;PARATENU;2;10;5.00;5.66
CP94078;940808;PARPLONG;1;3;3.00;.
CP94078;940808;PENTXXSP;2;7;3.50;0.71
CP94078;940808;PINNSAYA;2;5;2.50;2.12
CP94078;940808;PISTPALM;2;101;50.50;9.19
CP94078;940808;PODALEVI;2;6;3.00;1.41
CP94078;940808;POECJOHN;2;5;2.50;0.71
CP94078;940808;POLYHART;1;1;1.00;.
CP94078;940808;SABEVULG;2;67;33.50;6.36
CP94078;940808;SCOLTENU;2;52;26.00;2.83
CP94078;940808;SPIOOCUL;2;18;9.00;4.24
CP94078;940808;STREBENE;2;13;6.50;0.71
CP94078;940808;THARXSPP;1;3;3.00;.
CP94078;940808;UNCISERR;2;6;3.00;0.00
CP94078;940808;XXX2OSTR;2;12;6.00;0.00
CP94078;940808;XXX2POLY;1;1;1.00;.
CP94078;940808;XXXXANTH;2;66;33.00;26.87
CP94078;940808;XXXXBIVA;1;1;1.00;.
CP94078;940808;XXXXCIRR;1;1;1.00;.
CP94078;940808;XXXXNEMA;2;20;10.00;0.00
CP94078;940808;XXXXNEME;2;12;6.00;1.41
CP94078;940808;XXXXOLIG;2;10;5.00;4.24
CP94079;940729;BALAXSPP;1;1;1.00;.
CP94079;940729;GLYCSOLI;1;1;1.00;.
CP94079;940729;LEUCAMER;1;3;3.00;.
CP94079;940729;MAGEPHYL;1;1;1.00;.
CP94079;940729;MEDIXSPP;2;10;5.00;4.24
CP94079;940729;NASSACUT;1;1;1.00;.
CP94079;940729;NEOMAMER;1;1;1.00;.
CP94079;940729;OGYRALPH;2;7;3.50;0.71
CP94079;940729;PARAPINN;2;58;29.00;5.66
CP94079;940729;PINNXSPP;1;2;2.00;.
CP94079;940729;PRIOPERK;2;7;3.50;3.54
CP94079;940729;SIGATENT;1;2;2.00;.
CP94079;940729;XXXXGAST;1;1;1.00;.
CP94079;940729;XXXXNEME;2;16;8.00;1.41
CP94079;940729;XXXXOLIG;2;18;9.00;2.83
CP94080;940729;ACTECANA;2;6;3.00;0.00
CP94080;940729;AMPEABDI;2;2;1.00;0.00
CP94080;940729;APHEMARI;2;3;1.50;0.71
CP94080;940729;BIFFBIFO;2;3;1.50;0.71
CP94080;940729;DRILLONG;2;2;1.00;0.00
CP94080;940729;GLYCAMER;2;2;1.00;0.00
CP94080;940729;GLYCSOLI;1;1;1.00;.
CP94080;940729;MEDIXSPP;2;19;9.50;3.54
CP94080;940729;NOTOLATE;1;1;1.00;.
CP94080;940729;NUCUPROX;2;6;3.00;1.41
CP94080;940729;PARAPINN;1;2;2.00;.
CP94080;940729;PARVMULT;1;1;1.00;.
CP94080;940729;PINNSAYA;2;12;6.00;1.41
CP94080;940729;PRIOPERK;2;4;2.00;1.41
CP94080;940729;STREBENE;1;1;1.00;.
CP94080;940729;TELLAGIL;1;1;1.00;.
CP94080;940729;TELLTEXA;1;1;1.00;.
CP94080;940729;XXXXCIRR;1;1;1.00;.
CP94080;940729;XXXXNEMA;1;2;2.00;.
CP94080;940729;XXXXNEME;2;13;6.50;0.71
CP94080;940729;XXXXOLIG;2;6;3.00;1.41
CP94080;940729;XXXXPINN;2;5;2.50;0.71
CP94081;940726;ABRAAEQU;1;1;1.00;.
CP94081;940726;ACTECANA;2;4;2.00;0.00
CP94081;940726;AMPEVADO;1;2;2.00;.
CP94081;940726;AMPEVERR;1;3;3.00;.
CP94081;940726;AMPEXSPP;2;16;8.00;2.83
CP94081;940726;ANADOVAL;1;1;1.00;.
CP94081;940726;ANADXSPP;2;3;1.50;0.71
CP94081;940726;APHEMARI;2;25;12.50;0.71
CP94081;940726;ARICFRAG;2;20;10.00;0.00
CP94081;940726;BIFFBIFO;1;1;1.00;.
CP94081;940726;CERATUBU;1;3;3.00;.
CP94081;940726;CIRRBRAN;1;2;2.00;.
CP94081;940726;CLYMTORQ;1;1;1.00;.
CP94081;940726;COROACHE;1;1;1.00;.
CP94081;940726;COSTFLOR;1;4;4.00;.
CP94081;940726;CRASVIRG;1;1;1.00;.
CP94081;940726;CREPMACU;1;1;1.00;.
CP94081;940726;CYATBURB;2;11;5.50;0.71
CP94081;940726;DIOPCUPR;1;1;1.00;.
CP94081;940726;DISPUNCI;1;1;1.00;.
CP94081;940726;DRILLONG;1;1;1.00;.
CP94081;940726;DULIAPPE;1;3;3.00;.
CP94081;940726;ERICRUBR;1;6;6.00;.
CP94081;940726;EXOGDISP;2;8;4.00;1.41
CP94081;940726;GLYCAMER;2;6;3.00;1.41
CP94081;940726;GLYCSOLI;2;17;8.50;2.12
CP94081;940726;HEMIELON;1;3;3.00;.
CP94081;940726;HETEFILI;1;2;2.00;.
CP94081;940726;LEITFOLI;2;17;8.50;0.71
CP94081;940726;LEITFRAG;1;2;2.00;.
CP94081;940726;LEPTTENU;1;1;1.00;.
CP94081;940726;LYONHYAL;2;2;1.00;0.00
CP94081;940726;MALMXXSP;1;1;1.00;.
CP94081;940726;MEDIXSPP;2;176;88.00;0.00
CP94081;940726;MELINITI;1;7;7.00;.
CP94081;940726;MICRGRAC;1;1;1.00;.
CP94081;940726;MONTDORS;2;12;6.00;0.00
CP94081;940726;MULILATE;2;3;1.50;0.71
CP94081;940726;MUSCLATE;2;3;1.50;0.71
CP94081;940726;NERELAME;2;16;8.00;5.66
CP94081;940726;NOTOLATE;1;1;1.00;.
CP94081;940726;NUCUPROX;2;2;1.00;0.00
CP94081;940726;PARATENU;2;15;7.50;6.36
CP94081;940726;PECTGOUL;1;2;2.00;.
CP94081;940726;PINNSAYA;2;7;3.50;2.12
CP94081;940726;PISTPALM;1;2;2.00;.
CP94081;940726;POLYCORN;2;82;41.00;21.21
CP94081;940726;PORTGIBB;1;1;1.00;.
CP94081;940726;PRIOPERK;2;3;1.50;0.71
CP94081;940726;PSEUTORT;2;31;15.50;20.51
CP94081;940726;SABEVULG;2;15;7.50;7.78
CP94081;940726;SCOLTENU;2;121;60.50;3.54
CP94081;940726;SOLEVIRI;1;1;1.00;.
CP94081;940726;SPIOOCUL;1;7;7.00;.
CP94081;940726;STREBENE;2;7;3.50;0.71
CP94081;940726;TAGEPLEB;1;1;1.00;.
CP94081;940726;TELLTEXA;2;16;8.00;2.83
CP94081;940726;TURBXSPP;1;1;1.00;.
CP94081;940726;XXX2OSTR;1;1;1.00;.
CP94081;940726;XXX3AMPH;1;1;1.00;.
CP94081;940726;XXXXBRAC;2;2;1.00;0.00
CP94081;940726;XXXXCIRR;1;5;5.00;.
CP94081;940726;XXXXGALE;1;3;3.00;.
CP94081;940726;XXXXMALD;1;2;2.00;.
CP94081;940726;XXXXNEMA;1;2;2.00;.
CP94081;940726;XXXXNEME;2;8;4.00;0.00
CP94081;940726;XXXXOLIG;2;2;1.00;0.00
CP94081;940726;XXXXPARA;1;1;1.00;.
CP94081;940726;XXXXTURB;2;2;1.00;0.00
CP94082;940810;AMPEXSPP;.;1;0.25;.
CP94082;940810;EDOTTRIL;.;1;0.25;.
CP94082;940810;STREBENE;.;14;3.50;.
CP94082;940810;TELLAGIL;.;3;0.75;.
CP94082;940810;XXXXNEME;.;1;0.25;.
CP94082;940810;XXXXOLIG;.;143;35.75;.
CP94083;940829;AMASCAPE;2;20;10.00;7.07
CP94083;940829;APHEMARI;1;3;3.00;.
CP94083;940829;ARICWASS;2;121;60.50;19.09
CP94083;940829;ASTYLUNA;1;1;1.00;.
CP94083;940829;BALAXSPP;2;60;30.00;38.18
CP94083;940829;BATECATH;1;1;1.00;.
CP94083;940829;BRACXXSP;2;44;22.00;24.04
CP94083;940829;CIRRBRAN;1;2;2.00;.
CP94083;940829;CREPPLAN;1;1;1.00;.
CP94083;940829;DIPOSOCI;1;1;1.00;.
CP94083;940829;DRILLONG;1;1;1.00;.
CP94083;940829;EDOTTRIL;1;1;1.00;.
CP94083;940829;EXOGDISP;1;1;1.00;.
CP94083;940829;GLOTPYRA;1;2;2.00;.
CP94083;940829;GLYCDIBR;1;2;2.00;.
CP94083;940829;GLYCSOLI;1;1;1.00;.
CP94083;940829;HEXAANGU;1;2;2.00;.
CP94083;940829;HYDRMICR;1;10;10.00;.
CP94083;940829;MEDIXSPP;2;11;5.50;3.54
CP94083;940829;MELINITI;1;1;1.00;.
CP94083;940829;MULILATE;1;1;1.00;.
CP94083;940829;NEPHPICT;1;1;1.00;.
CP94083;940829;PARASUBO;1;1;1.00;.
CP94083;940829;PARPLONG;1;3;3.00;.
CP94083;940829;PODALEVI;1;1;1.00;.
CP94083;940829;POLYGSPP;1;10;10.00;.
CP94083;940829;POLYHART;1;1;1.00;.
CP94083;940829;PRIOPERK;1;1;1.00;.
CP94083;940829;RHEPHUDS;1;1;1.00;.
CP94083;940829;SABEVULG;2;250;125.00;138.59
CP94083;940829;SCOLETEX;1;3;3.00;.
CP94083;940829;SIGATENT;1;1;1.00;.
CP94083;940829;SPIOBOMB;1;2;2.00;.
CP94083;940829;STREBENE;2;95;47.50;21.92
CP94083;940829;SYNCAMER;2;3;1.50;0.71
CP94083;940829;TELLTEXA;2;42;21.00;24.04
CP94083;940829;THALHART;1;1;1.00;.
CP94083;940829;THARKILL;2;51;25.50;9.19
CP94083;940829;XXX1AMPH;1;1;1.00;.
CP94083;940829;XXX1OSTR;1;1;1.00;.
CP94083;940829;XXXXANTH;2;12;6.00;1.41
CP94083;940829;XXXXBIVA;1;2;2.00;.
CP94083;940829;XXXXCIRR;1;1;1.00;.
CP94083;940829;XXXXGALE;1;2;2.00;.
CP94083;940829;XXXXNEMA;1;19;19.00;.
CP94083;940829;XXXXNEME;2;7;3.50;0.71
CP94083;940829;XXXXOLIG;2;11;5.50;6.36
CP94084;940712;COROLACU;1;3;3.00;.
CP94084;940712;COROXSPP;1;1;1.00;.
CP94084;940712;CYATPOLI;2;14;7.00;5.66
CP94084;940712;EDOTTRIL;1;1;1.00;.
CP94084;940712;GAMMXSPP;1;2;2.00;.
CP94084;940712;HOBSFLOR;1;1;1.00;.
CP94084;940712;LEPTPLUM;2;55;27.50;10.61
CP94084;940712;LIMNHOFF;2;4;2.00;1.41
CP94084;940712;MAREVIRI;1;1;1.00;.
CP94084;940712;MULILATE;2;131;65.50;4.95
CP94084;940712;MYTILEUC;2;10;5.00;0.00
CP94084;940712;POLYHALT;2;7;3.50;2.12
CP94084;940712;POLYPSPP;1;1;1.00;.
CP94084;940712;PROCXSPP;2;3;1.50;0.71
CP94084;940712;PSEUXSPP;1;1;1.00;.
CP94084;940712;XXX1AMPH;1;5;5.00;.
CP94084;940712;XXX1HYDR;2;62;31.00;24.04
CP94084;940712;XXXXBIVA;1;3;3.00;.
CP94084;940712;XXXXTUBI;1;3;3.00;.
CP94CF_;940829;COROXSPP;1;1;1.00;.
CP94CF_;940829;HETEFILI;1;5;5.00;.
CP94CF_;940829;MAREVIRI;1;2;2.00;.
CP94CF_;940829;MEDIAMBI;2;197;98.50;44.55
CP94CF_;940829;NEANSUCC;2;4;2.00;1.41
CP94CF_;940829;STREBENE;1;1;1.00;.
CP94CF_;940829;TELLAGIL;1;19;19.00;.
CP94CF_;940829;XXXXBIVA;2;4;2.00;0.00
CP94CF_;940829;XXXXHEMI;1;1;1.00;.
CP94CF_;940829;XXXXNEME;2;5;2.50;0.71
CP94DSL;940920; ;1;0;0.00;.
CP94DSL;940920;DIPOCAUL;1;4;4.00;.
CP94DSL;940920;HETEFILI;1;2;2.00;.
CP94DSL;940920;MEDICALI;1;1;1.00;.
CP94DSL;940920;MELINITI;2;5;2.50;0.71
CP94DSL;940920;NEANSUCC;2;14;7.00;4.24
CP94DSL;940920;PARAPINN;1;1;1.00;.
CP94DSL;940920;PODALEVI;1;1;1.00;.
CP94DSL;940920;POLYCORN;1;20;20.00;.
CP94DSL;940920;POLYDSPP;1;1;1.00;.
CP94DSL;940920;STREBENE;2;3;1.50;0.71
CP94DSL;940920;XXXXNEME;2;4;2.00;1.41
CP94DSL;940920;XXXXOLIG;2;6;3.00;2.83
CP94ES4;940713;CHIRXSP2;2;4;2.00;1.41
CP94ES4;940713;COROXSPP;1;2;2.00;.
CP94ES4;940713;CYATPOLI;2;16;8.00;0.00
CP94ES4;940713;EDOTTRIL;1;1;1.00;.
CP94ES4;940713;GAMMTIGR;1;2;2.00;.
CP94ES4;940713;HARGRAPA;1;2;2.00;.
CP94ES4;940713;HOBSFLOR;2;3;1.50;0.71
CP94ES4;940713;LEPTPLUM;2;11;5.50;3.54
CP94ES4;940713;LIMNHOFF;2;19;9.50;9.19
CP94ES4;940713;MAREVIRI;2;53;26.50;7.78
CP94ES4;940713;MONOEDWA;2;2;1.00;0.00
CP94ES4;940713;MULILATE;1;2;2.00;.
CP94ES4;940713;MYSIALMY;2;2;1.00;0.00
CP94ES4;940713;NANOXXSP;1;1;1.00;.
CP94ES4;940713;POLYHALT;2;4;2.00;1.41
CP94ES4;940713;PROCXSPP;1;1;1.00;.
CP94ES4;940713;XXX1AMPH;1;1;1.00;.
CP94ES4;940713;XXXXTUBI;2;60;30.00;31.11
CP94JAC;940809;CHIRSTEN;1;1;1.00;.
CP94JAC;940809;CRASLUNU;1;1;1.00;.
CP94JAC;940809;EMPLXSP1;1;3;3.00;.
CP94JAC;940809;MICRXSPP;1;1;1.00;.
CP94JAC;940809;PARALONG;1;2;2.00;.
CP94JAC;940809;PODAOBSC;1;2;2.00;.
CP94JAC;940809;PODAXSPP;1;1;1.00;.
CP94JAC;940809;TELLVERS;1;1;1.00;.
CP94JAC;940809;TRAVXSP1;1;1;1.00;.
CP94JAC;940809;XXXXNEMA;2;2;1.00;0.00
CP94KOP;940803; ;.;.;.;.
CP94LTH;940923;ACANMILL;1;2;2.00;.
CP94LTH;940923;AMASCAPE;3;3;1.00;0.00
CP94LTH;940923;CAULXSPP;1;1;1.00;.
CP94LTH;940923;CIRRBRAN;1;1;1.00;.
CP94LTH;940923;HIATARCT;1;1;1.00;.
CP94LTH;940923;LEITFOLI;3;15;5.00;2.65
CP94LTH;940923;LEITFRAG;2;2;1.00;0.00
CP94LTH;940923;MANCXXSP;1;1;1.00;.
CP94LTH;940923;MULILATE;1;1;1.00;.
CP94LTH;940923;NEPHPICT;3;8;2.67;2.08
CP94LTH;940923;PROTDEIC;4;52;13.00;5.29
CP94LTH;940923;STREBENE;1;1;1.00;.
CP94LTH;940923;SYNCAMER;1;1;1.00;.
CP94LTH;940923;XXXXNEME;2;4;2.00;1.41
CP94MI_;940726;ACTECANA;1;4;4.00;.
CP94MI_;940726;AMPEVERR;1;2;2.00;.
CP94MI_;940726;CAULXSPP;2;4;2.00;1.41
CP94MI_;940726;CHIOCANC;1;1;1.00;.
CP94MI_;940726;CLYMTORQ;1;2;2.00;.
CP94MI_;940726;ETEOHETE;1;1;1.00;.
CP94MI_;940726;GEMMGEMM;1;2;2.00;.
CP94MI_;940726;GLYCDIBR;2;2;1.00;0.00
CP94MI_;940726;GLYCSOLI;1;1;1.00;.
CP94MI_;940726;LEITXSPP;1;1;1.00;.
CP94MI_;940726;LYONHYAL;1;1;1.00;.
CP94MI_;940726;MEDIAMBI;1;1;1.00;.
CP94MI_;940726;MONTXSPP;1;1;1.00;.
CP94MI_;940726;MULILATE;1;1;1.00;.
CP94MI_;940726;NEANSUCC;1;2;2.00;.
CP94MI_;940726;NEPHPICT;1;2;2.00;.
CP94MI_;940726;PARVMULT;2;8;4.00;0.00
CP94MI_;940726;SPIOBOMB;1;3;3.00;.
CP94MI_;940726;SPIOOCUL;1;1;1.00;.
CP94MI_;940726;STREBENE;2;45;22.50;9.19
CP94MI_;940726;TELLAGIL;2;26;13.00;9.90
CP94MI_;940726;TURBINTE;1;1;1.00;.
CP94MI_;940726;XXXXNEME;2;2;1.00;0.00
CP94MI_;940726;XXXXOLIG;1;2;2.00;.
CP94NMK;940920;HETEFILI;1;1;1.00;.
CP94NMK;940920;ILYAOBSO;4;65;16.25;5.56
CP94NMK;940920;MEDICALI;1;1;1.00;.
CP94NMK;940920;OPHEDENT;4;8;2.00;0.82
CP94NMK;940920;PARAPINN;3;4;1.33;0.58
CP94NMK;940920;STREBENE;4;68;17.00;7.07
CP94NMK;940920;XXXXNEME;3;12;4.00;3.46
CP94NMK;940920;XXXXOLIG;1;1;1.00;.
CP94NOI;940803; ;.;.;.;.
CP94PLM;940922;AMPEABDI;3;4;1.33;0.58
CP94PLM;940922;CAPICAPI;1;1;1.00;.
CP94PLM;940922;DIOPCUPR;1;1;1.00;.
CP94PLM;940922;EDOTTRIL;2;2;1.00;0.00
CP94PLM;940922;ETEOHETE;1;3;3.00;.
CP94PLM;940922;GLYCAMER;1;3;3.00;.
CP94PLM;940922;HETEFILI;4;21;5.25;0.50
CP94PLM;940922;ILYAOBSO;2;3;1.50;0.71
CP94PLM;940922;LEITFOLI;3;5;1.67;1.15
CP94PLM;940922;LEITFRAG;2;3;1.50;0.71
